Transaction,Item,date_time,period_day,weekday_weekend,store_id,name,postcode,lat,lon,date,temp_max,temp_min,precipitation
3074,Cookies,12/13/2016 9:40,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3074,Pastry,12/13/2016 9:40,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3075,Medialuna,12/13/2016 9:42,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3075,Bread,12/13/2016 9:42,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3076,Coffee,12/13/2016 9:43,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3076,Art Tray,12/13/2016 9:43,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3077,Tea,12/13/2016 9:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3077,Tea,12/13/2016 9:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3077,Toast,12/13/2016 9:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3078,Coke,12/13/2016 9:49,morning,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3079,Coffee,12/13/2016 10:10,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3079,Bread,12/13/2016 10:10,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3080,Bakewell,12/13/2016 10:14,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3080,Farm House,12/13/2016 10:14,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3081,Bread,12/13/2016 10:31,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3081,Tea,12/13/2016 10:31,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3081,Coffee,12/13/2016 10:31,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3081,Alfajores,12/13/2016 10:31,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3081,Hot chocolate,12/13/2016 10:31,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3082,Farm House,12/13/2016 10:33,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-13,8.0,4.1,0.5
3083,Coffee,12/13/2016 10:53,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-13,8.3,4.4,0.0
3083,Bread,12/13/2016 10:53,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-13,8.3,4.4,0.0
3084,Coffee,12/13/2016 11:08,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3084,Toast,12/13/2016 11:08,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3084,Scandinavian,12/13/2016 11:08,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3085,Bread,12/13/2016 11:28,morning,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3085,Vegan mincepie,12/13/2016 11:28,morning,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3086,Bread,12/13/2016 11:31,morning,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-13,7.5,1.2,0.8
3087,Coffee,12/13/2016 11:32,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3088,Coffee,12/13/2016 11:35,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3088,Bread,12/13/2016 11:35,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3088,Alfajores,12/13/2016 11:35,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3089,Coffee,12/13/2016 12:15,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-13,8.3,4.4,0.0
3090,Bread,12/13/2016 12:17,afternoon,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-13,7.1,4.2,0.0
3091,Medialuna,12/13/2016 12:32,afternoon,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-13,7.5,1.2,0.8
3092,Coffee,12/13/2016 12:49,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3093,Frittata,12/13/2016 13:11,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3093,Tea,12/13/2016 13:11,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3093,Coffee,12/13/2016 13:11,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3094,Tea,12/13/2016 13:36,afternoon,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-13,8.0,4.1,0.5
3095,Tea,12/13/2016 13:56,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3095,Bakewell,12/13/2016 13:56,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3096,Farm House,12/13/2016 13:58,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-13,8.3,4.4,0.0
3097,Coffee,12/13/2016 14:32,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3097,Pastry,12/13/2016 14:32,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3097,Medialuna,12/13/2016 14:32,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3098,Coffee,12/13/2016 14:37,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3098,Coffee,12/13/2016 14:37,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3098,Sandwich,12/13/2016 14:37,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-13,7.1,1.9,0.8
3099,Coffee,12/13/2016 14:51,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3099,Medialuna,12/13/2016 14:51,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3100,Coffee,12/13/2016 14:59,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3100,Pastry,12/13/2016 14:59,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3101,Muffin,12/13/2016 15:04,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3101,Bread,12/13/2016 15:04,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3101,Bread,12/13/2016 15:04,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3101,Coffee,12/13/2016 15:04,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-13,9.1,6.1,0.0
3102,Coffee,12/13/2016 15:06,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3102,Bakewell,12/13/2016 15:06,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3103,Bread,12/13/2016 15:17,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3104,Coffee,12/13/2016 15:19,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3105,Bread,12/13/2016 15:22,afternoon,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-13,8.0,4.1,0.5
3106,Coffee,12/13/2016 15:40,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3106,Coffee,12/13/2016 15:40,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3106,Alfajores,12/13/2016 15:40,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-13,7.5,2.8,0.6
3107,Bread,12/13/2016 16:07,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3107,Truffles,12/13/2016 16:07,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3107,Coffee,12/13/2016 16:07,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3107,Truffles,12/13/2016 16:07,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3107,Scandinavian,12/13/2016 16:07,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3108,Tea,12/13/2016 16:26,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3108,Cake,12/13/2016 16:26,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-13,7.4,4.2,0.0
3109,Jam,12/13/2016 16:53,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-13,7.9,4.1,0.0
3110,Fudge,12/13/2016 18:34,evening,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3110,Jam,12/13/2016 18:34,evening,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3110,Jam,12/13/2016 18:34,evening,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-13,7.7,2.8,1.8
3111,Bread,12/14/2016 8:43,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3112,Coffee,12/14/2016 8:43,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3113,Tea,12/14/2016 8:55,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3113,Coffee,12/14/2016 8:55,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3114,Coffee,12/14/2016 8:57,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3114,Tea,12/14/2016 8:57,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3114,Toast,12/14/2016 8:57,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3115,Coffee,12/14/2016 9:07,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3116,Bread,12/14/2016 9:08,morning,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3117,Coffee,12/14/2016 9:10,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3118,Coffee,12/14/2016 9:14,morning,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3119,Bread,12/14/2016 9:18,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3120,Bread,12/14/2016 9:25,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3121,Fudge,12/14/2016 9:39,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3122,Coffee,12/14/2016 10:28,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3123,Coffee,12/14/2016 10:32,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3123,Tea,12/14/2016 10:32,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3124,Coffee,12/14/2016 10:38,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3124,Coffee,12/14/2016 10:38,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3124,Farm House,12/14/2016 10:38,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3125,Medialuna,12/14/2016 10:49,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3125,Muffin,12/14/2016 10:49,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3125,Coffee,12/14/2016 10:49,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3125,Juice,12/14/2016 10:49,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3126,Coffee,12/14/2016 10:52,morning,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-14,11.0,5.4,1.9
3127,Coffee,12/14/2016 10:55,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3127,Bread,12/14/2016 10:55,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3127,Bread,12/14/2016 10:55,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3128,Coffee,12/14/2016 11:01,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3128,Coffee,12/14/2016 11:01,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3128,Bread,12/14/2016 11:01,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3128,Muffin,12/14/2016 11:01,morning,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3129,Vegan mincepie,12/14/2016 11:11,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3129,Coffee,12/14/2016 11:11,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3129,Tea,12/14/2016 11:11,morning,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3130,Alfajores,12/14/2016 11:15,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3130,Coffee,12/14/2016 11:15,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3131,Coffee,12/14/2016 11:18,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3131,Coffee,12/14/2016 11:18,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3131,Medialuna,12/14/2016 11:18,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3133,Bread,12/14/2016 11:33,morning,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-14,11.0,5.4,1.9
3133,Tea,12/14/2016 11:33,morning,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-14,11.0,5.4,1.9
3134,Coffee,12/14/2016 11:34,morning,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3135,Coffee,12/14/2016 11:46,morning,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-14,10.3,8.7,2.0
3136,Bread,12/14/2016 11:53,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3136,Pastry,12/14/2016 11:53,morning,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3137,Bread,12/14/2016 12:00,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3138,Farm House,12/14/2016 12:02,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3139,Bread,12/14/2016 12:11,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3139,Alfajores,12/14/2016 12:11,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3141,Coffee,12/14/2016 12:34,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3142,Jam,12/14/2016 12:38,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3143,Coffee,12/14/2016 12:40,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3144,Pastry,12/14/2016 12:41,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3145,Tea,12/14/2016 12:42,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3146,Coffee,12/14/2016 12:49,afternoon,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-14,11.0,5.4,1.9
3146,Coffee,12/14/2016 12:49,afternoon,weekday,store_10,Casella & Polegato,PH1 5JL,56.396,-3.437,2016-12-14,11.0,5.4,1.9
3147,Coffee,12/14/2016 13:07,afternoon,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3147,Toast,12/14/2016 13:07,afternoon,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3148,Coffee,12/14/2016 13:08,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3149,Coke,12/14/2016 13:13,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3149,Truffles,12/14/2016 13:13,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3150,Sandwich,12/14/2016 13:14,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3150,Tea,12/14/2016 13:14,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3150,Coffee,12/14/2016 13:14,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3151,Tea,12/14/2016 13:16,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3152,Coke,12/14/2016 13:36,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3153,Bread,12/14/2016 13:59,afternoon,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3153,Sandwich,12/14/2016 13:59,afternoon,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3153,Bread,12/14/2016 13:59,afternoon,weekday,store_7,Bostock Bakery,EH39 4HQ,56.058,-2.719,2016-12-14,11.1,8.0,2.3
3154,Juice,12/14/2016 14:01,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3154,Bread,12/14/2016 14:01,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3154,Art Tray,12/14/2016 14:01,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3154,Toast,12/14/2016 14:01,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3155,Tea,12/14/2016 14:49,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-14,10.3,8.7,2.0
3155,Bread,12/14/2016 14:49,afternoon,weekday,store_9,Bandit Bakery,AB10 1UB,57.148,-2.098,2016-12-14,10.3,8.7,2.0
3156,Coffee,12/14/2016 15:13,afternoon,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3156,Alfajores,12/14/2016 15:13,afternoon,weekday,store_3,Bad Girl Bakery,IV6 7TP,57.518,-4.457,2016-12-14,11.3,2.3,1.9
3157,Hot chocolate,12/14/2016 15:18,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3157,Hot chocolate,12/14/2016 15:18,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3157,Toast,12/14/2016 15:18,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3157,Pastry,12/14/2016 15:18,afternoon,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-14,11.5,6.9,2.0
3158,Sandwich,12/14/2016 15:33,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3158,Tea,12/14/2016 15:33,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3158,Juice,12/14/2016 15:33,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3158,Vegan mincepie,12/14/2016 15:33,afternoon,weekday,store_2,Lannan Bakery,EH4 1JP,55.956,-3.219,2016-12-14,11.2,7.0,1.5
3159,Bread,12/14/2016 15:34,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3160,Alfajores,12/14/2016 15:38,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3160,Muffin,12/14/2016 15:38,afternoon,weekday,store_5,The Bakery Inverness,IV3 5DT,57.477,-4.229,2016-12-14,11.7,2.6,1.6
3161,Coffee,12/14/2016 15:41,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3161,Jammie Dodgers,12/14/2016 15:41,afternoon,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-14,11.8,5.5,10.7
3162,Jammie Dodgers,12/14/2016 15:45,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3162,Bread,12/14/2016 15:45,afternoon,weekday,store_6,Deanston Bakery,G41 3LP,55.83,-4.28,2016-12-14,12.1,5.7,10.7
3163,Tea,12/14/2016 15:57,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3163,Coffee,12/14/2016 15:57,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3163,Jammie Dodgers,12/14/2016 15:57,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3163,Cake,12/14/2016 15:57,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3163,Bread,12/14/2016 15:57,afternoon,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-14,10.5,4.6,1.9
3164,Coffee,12/15/2016 8:45,morning,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-15,9.9,3.6,0.5
3164,Coffee,12/15/2016 8:45,morning,weekday,store_4,Cottonrake Bakery,G12 8HL,55.875,-4.293,2016-12-15,9.9,3.6,0.5
3165,Bread,12/15/2016 8:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-15,8.4,4.7,1.0
3165,Pastry,12/15/2016 8:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-15,8.4,4.7,1.0
3165,Medialuna,12/15/2016 8:48,morning,weekday,store_1,Aran Bakery,PH8 0AR,56.565,-3.587,2016-12-15,8.4,4.7,1.0
3166,Alfajores,12/15/2016 8:58,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-15,9.8,7.1,2.2
3166,Pastry,12/15/2016 8:58,morning,weekday,store_8,Mimi’s Bakehouse,EH6 6RA,55.976,-3.169,2016-12-15,9.8,7.1,2.2
